file,line,kind,score,text
src/paper_trading_v5.py,281,ECONOMIC_EXPRESSION,5,"trades.append(Trade( scenario.name, symbol, pos.entry_time, now, pos.entry_price, o.price, pos.score, pos.confidence, pos.notional, pos.entry_fee, exit_fee, gross_pct, net_pct, pnl, reason ))"
src/paper_trading_v5.py,281,ECONOMIC_EXPRESSION,5,"Trade( scenario.name, symbol, pos.entry_time, now, pos.entry_price, o.price, pos.score, pos.confidence, pos.notional, pos.entry_fee, exit_fee, gross_pct, net_pct, pnl, reason )"
src/paper_trading_v5.py,359,ECONOMIC_EXPRESSION,5,"Trade( scenario_name, t.symbol, t.entry_time, t.exit_time, t.entry_price, t.exit_price, t.score, t.confidence, t.notional, t.entry_fee, t.exit_fee, t.gross_return_pct, net_pct, pnl, t.exit_reason )"
src/paper_trading_v5.py,381,ECONOMIC_EXPRESSION,5,"Result( Scenario(name, base_result.scenario.position_size, base_result.scenario.max_positions, base_result.scenario.entry_cost, base_result.scenario.exit_cost, base_result.scenario.score_min, base_result.scenario.stop_loss_pct, base_result.scenario.take_profit_pct), trades, base_result.open_positions, base_result.rejected_limit, base_result.rejected_duplicate, peak, max_dd, max_dd_usd, )"
src/paper_trading_v5.py,382,ECONOMIC_EXPRESSION,5,"Scenario(name, base_result.scenario.position_size, base_result.scenario.max_positions, base_result.scenario.entry_cost, base_result.scenario.exit_cost, base_result.scenario.score_min, base_result.scenario.stop_loss_pct, base_result.scenario.take_profit_pct)"
src/paper_trading_v5.py,518,ECONOMIC_EXPRESSION,5,"w.writerow({ ""scenario"": t.scenario, ""symbol"": t.symbol, ""entry_time"": t.entry_time.isoformat(), ""exit_time"": t.exit_time.isoformat(), ""entry_price"": f""{t.entry_price:.12g}"", ""exit_price"": f""{t.exit_price:.12g}"", ""score"": f""{t.score:.8f}"", ""confidence"": """" if t.confidence is None else f""{t.confidence:.8f}"", ""notional"": f""{t.notional:.8f}"", ""entry_fee"": f""{t.entry_fee:.8f}"", ""exit_fee"": f""{t.exit_fee:.8f}"", ""gross_return_pct"": f""{t.gross_return_pct:.8f}"", ""net_return_pct"": f""{t.net_return_pct:.8f"
src/paper_trading_v6.py,320,ECONOMIC_EXPRESSION,5,"trades.append( Trade( scenario.name, symbol, pos.entry_time, now, pos.entry_price, o.price, pos.score, pos.confidence, pos.notional, pos.entry_fee, exit_fee, gross_pct, net_pct, pnl, reason, ) )"
src/paper_trading_v6.py,321,ECONOMIC_EXPRESSION,5,"Trade( scenario.name, symbol, pos.entry_time, now, pos.entry_price, o.price, pos.score, pos.confidence, pos.notional, pos.entry_fee, exit_fee, gross_pct, net_pct, pnl, reason, )"
src/paper_trading_v6.py,487,ECONOMIC_EXPRESSION,5,"Trade( scenario_name, t.symbol, t.entry_time, t.exit_time, t.entry_price, t.exit_price, t.score, t.confidence, t.notional, t.entry_fee, t.exit_fee, t.gross_return_pct, pnl / t.notional * 100.0, pnl, t.exit_reason, )"
src/paper_trading_v6.py,520,ECONOMIC_EXPRESSION,5,"Result( Scenario( name, base.scenario.position_size, base.scenario.max_positions, base.scenario.entry_cost, base.scenario.exit_cost, base.scenario.score_min, base.scenario.stop_loss_pct, base.scenario.take_profit_pct, ), trades, base.open_positions, base.rejected_limit, base.rejected_duplicate, base.rejected_cooldown, base.rejected_symbol_24h, peak, max_dd_pct, max_dd_usd, )"
src/paper_trading_v6.py,521,ECONOMIC_EXPRESSION,5,"Scenario( name, base.scenario.position_size, base.scenario.max_positions, base.scenario.entry_cost, base.scenario.exit_cost, base.scenario.score_min, base.scenario.stop_loss_pct, base.scenario.take_profit_pct, )"
src/paper_trading_v6.py,678,ECONOMIC_EXPRESSION,5,"w.writerow( { ""scenario"": t.scenario, ""symbol"": t.symbol, ""entry_time"": t.entry_time.isoformat(), ""exit_time"": t.exit_time.isoformat(), ""entry_price"": f""{t.entry_price:.12g}"", ""exit_price"": f""{t.exit_price:.12g}"", ""score"": f""{t.score:.8f}"", ""confidence"": ( """" if t.confidence is None else f""{t.confidence:.8f}"" ), ""notional"": f""{t.notional:.8f}"", ""entry_fee"": f""{t.entry_fee:.8f}"", ""exit_fee"": f""{t.exit_fee:.8f}"", ""gross_return_pct"": f""{t.gross_return_pct:.8f}"", ""net_return_pct"": f""{t.net_return_pc"
src/paper_trading_v7.py,720,ECONOMIC_EXPRESSION,5,"Position( symbol=symbol, entry_time=snapshot.timestamp, entry_price=snapshot.price, score=snapshot.score, quantity=quantity, cost_rate=cost_rate, stop_loss=stop_loss, take_profit=take_profit, )"
src/paper_trading_v7.py,1507,ECONOMIC_EXPRESSION,5,"simulate( snapshots, name=""V7_BASE"", min_score=BASE_SCORE, stop_loss=BASE_STOP_LOSS, take_profit=BASE_TAKE_PROFIT, cost_rate=BASE_COST, cooldown_hours=DEFAULT_COOLDOWN_HOURS, max_entries_24h=DEFAULT_MAX_ENTRIES_24H, max_positions=DEFAULT_MAX_POSITIONS, )"
src/paper_trading_v7.py,1541,ECONOMIC_EXPRESSION,5,"simulate( snapshots, name=name, min_score=float(score), stop_loss=BASE_STOP_LOSS, take_profit=BASE_TAKE_PROFIT, cost_rate=BASE_COST, cooldown_hours=DEFAULT_COOLDOWN_HOURS, max_entries_24h=DEFAULT_MAX_ENTRIES_24H, max_positions=DEFAULT_MAX_POSITIONS, )"
src/paper_trading_v7.py,1588,ECONOMIC_EXPRESSION,5,"simulate( snapshots, name=name, min_score=BASE_SCORE, stop_loss=sl, take_profit=tp, cost_rate=BASE_COST, cooldown_hours=DEFAULT_COOLDOWN_HOURS, max_entries_24h=DEFAULT_MAX_ENTRIES_24H, max_positions=DEFAULT_MAX_POSITIONS, )"
src/paper_trading_v7.py,1636,ECONOMIC_EXPRESSION,5,"simulate( snapshots, name=name, min_score=BASE_SCORE, stop_loss=BASE_STOP_LOSS, take_profit=BASE_TAKE_PROFIT, cost_rate=BASE_COST, cooldown_hours=cooldown, max_entries_24h=entries, max_positions=max_positions, )"
src/paper_trading_v7.py,1758,ECONOMIC_EXPRESSION,5,"simulate( snapshots, name=name, min_score=BASE_SCORE, stop_loss=BASE_STOP_LOSS, take_profit=BASE_TAKE_PROFIT, cost_rate=cost, cooldown_hours=DEFAULT_COOLDOWN_HOURS, max_entries_24h=DEFAULT_MAX_ENTRIES_24H, max_positions=DEFAULT_MAX_POSITIONS, )"
src/paper_trading_v7.py,1807,ECONOMIC_EXPRESSION,5,"simulate( first_half, name=""FIRST_HALF"", min_score=BASE_SCORE, stop_loss=BASE_STOP_LOSS, take_profit=BASE_TAKE_PROFIT, cost_rate=BASE_COST, cooldown_hours=DEFAULT_COOLDOWN_HOURS, max_entries_24h=DEFAULT_MAX_ENTRIES_24H, max_positions=DEFAULT_MAX_POSITIONS, )"
src/paper_trading_v7.py,1830,ECONOMIC_EXPRESSION,5,"simulate( second_half, name=""SECOND_HALF"", min_score=BASE_SCORE, stop_loss=BASE_STOP_LOSS, take_profit=BASE_TAKE_PROFIT, cost_rate=BASE_COST, cooldown_hours=DEFAULT_COOLDOWN_HOURS, max_entries_24h=DEFAULT_MAX_ENTRIES_24H, max_positions=DEFAULT_MAX_POSITIONS, )"
src/paper_trading_v8.py,1569,ECONOMIC_EXPRESSION,5,"RobustnessResult( name=name, score=config.score, sl=config.sl, tp=config.tp, cooldown_hours=config.cooldown_hours, max_entries_24h=config.max_entries_24h, max_positions=config.max_positions, cost=config.cost, trades=base.trades, win_rate=base.win_rate, return_pct=base.return_pct, median_pct=base.median_pct, profit_factor=( base.profit_factor if math.isfinite(base.profit_factor) else 999.0 ), drawdown_pct=base.max_drawdown_pct, remove_top10_return=remove10.return_pct, remove_top20_return=remove20"
src/paper_trading_v8_1.bak.py,49,ECONOMIC_EXPRESSION,5,"out.append(Trade(n,r[""scenario""],r[""symbol""].strip().upper(),dt(r[""entry_time""]), dt(r[""exit_time""]),float(r[""entry_price""]),float(r[""exit_price""]), num(r.get(""score"")),num(r.get(""confidence"")),float(r[""notional""]), float(r[""entry_fee""]),float(r[""exit_fee""]),float(r[""gross_return_pct""]), float(r[""net_return_pct""]),float(r[""pnl""]),r.get(""exit_reason"","""")))"
src/paper_trading_v8_1.bak.py,49,ECONOMIC_EXPRESSION,5,"Trade(n,r[""scenario""],r[""symbol""].strip().upper(),dt(r[""entry_time""]), dt(r[""exit_time""]),float(r[""entry_price""]),float(r[""exit_price""]), num(r.get(""score"")),num(r.get(""confidence"")),float(r[""notional""]), float(r[""entry_fee""]),float(r[""exit_fee""]),float(r[""gross_return_pct""]), float(r[""net_return_pct""]),float(r[""pnl""]),r.get(""exit_reason"",""""))"
src/paper_trading_v8_1.py,127,ECONOMIC_EXPRESSION,5,"out.append( Trade( n, r[""scenario""], r[""symbol""].strip().upper(), dt(r[""entry_time""]), dt(r[""exit_time""]), ep, xp, num(r.get(""score"")), num(r.get(""confidence"")), notional, entry_fee, exit_fee, gross, net, pnl, r.get(""exit_reason"", """"), legacy_flag, ) )"
src/paper_trading_v8_1.py,128,ECONOMIC_EXPRESSION,5,"Trade( n, r[""scenario""], r[""symbol""].strip().upper(), dt(r[""entry_time""]), dt(r[""exit_time""]), ep, xp, num(r.get(""score"")), num(r.get(""confidence"")), notional, entry_fee, exit_fee, gross, net, pnl, r.get(""exit_reason"", """"), legacy_flag, )"
src/paper_trading_v8_1_2.py,205,ECONOMIC_EXPRESSION,5,"add_finding( findings, ""WARNING"", ""IMPLICIT_COST_NEGATIVE"", t.scenario, t.row, f""retorno registrado {t.return_pct:.6f}% supera retorno bruto "" f""{gross:.6f}% em {-implicit:.6f} p.p."" )"
src/paper_trading_v8_1_2.py,214,ECONOMIC_EXPRESSION,5,"add_finding( findings, ""WARNING"", ""IMPLICIT_COST_HIGH"", t.scenario, t.row, f""custo implícito={implicit:.6f} p.p.; "" f""gross={gross:.6f}%, net registrado={t.return_pct:.6f}%."" )"
src/paper_trading_v8_1_5.py,114,ECONOMIC_EXPRESSION,5,"valid.append({ ""line"": line, ""scenario"": scenario, ""symbol"": symbol, ""entry"": entry, ""exit"": exit_, ""gross_return"": gross_return, ""recorded_return"": recorded_return, ""implicit_cost"": implicit_cost, ""pnl"": pnl, })"
src/paper_trading_v8_1_6.py,182,ECONOMIC_EXPRESSION,5,"detail_rows.append({ ""csv_row"": line_no, ""scenario"": scenario, ""symbol"": symbol, ""side"": side, ""entry_time"": entry_ts, ""exit_time"": exit_ts, ""entry_price"": entry, ""exit_price"": exit_, ""price_return_pct"": price_return, ""return_pct"": ret, ""implicit_cost_pp"": implicit_cost, ""pnl"": pnl, ""classification"": classification, })"
src/paper_trading_v8_1_6.py,285,ECONOMIC_EXPRESSION,5,"print( f""row={d['csv_row']} "" f""scenario={d['scenario']} "" f""symbol={d['symbol']} "" f""entry={d['entry_price']} "" f""exit={d['exit_price']} "" f""price_ret={d['price_return_pct']:+.6f}% "" f""return={d['return_pct']:+.6f}% "" f""implicit_cost={d['implicit_cost_pp']:+.6f} pp "" f""class={d['classification']}"" )"
src/paper_trading_v8_1_7.py,143,ECONOMIC_EXPRESSION,5,"details.append({ ""row"": i, ""scenario"": scenario, ""symbol"": symbol, ""classification"": ""PARSE_ERROR"", ""raw_return_pct"": recorded, ""price_return_pct"": None, ""implicit_cost_pct"": None, ""pnl"": pnl, ""message"": ""Preço/retorno ausente ou inválido."" })"
src/paper_trading_v8_1_7.py,206,ECONOMIC_EXPRESSION,5,"details.append({ ""row"": i, ""scenario"": scenario, ""symbol"": symbol, ""entry_price"": entry, ""exit_price"": exit_, ""price_return_pct"": price_ret, ""recorded_return_pct"": recorded, ""implicit_cost_pct"": implicit_cost, ""pnl"": pnl, ""classification"": classification, ""message"": message, })"
src/paper_trading_v8_1_8.py,218,ECONOMIC_EXPRESSION,5,"detail.append({ ""row"": row_num, ""scenario"": scenario, ""symbol"": symbol, ""side"": side, ""entry_price"": entry, ""exit_price"": exit_price, ""gross_price_return_pct"": gross, ""recorded_return_pct"": recorded, ""implicit_cost_pct"": implicit_cost, ""pnl"": """" if pnl is None else pnl, ""best_cost_hypothesis_pp"": best_hyp, ""best_hypothesis_residual_pp"": best_residual, ""classification"": classification, ""message"": message, })"
src/paper_trading_v8_1_9.py,178,ECONOMIC_EXPRESSION,5,"w.writerow({ ""row"": r[""_row""], ""scenario"": r.get(""scenario"", """"), ""symbol"": r.get(""symbol"", """"), ""entry_price"": r[""_entry""], ""exit_price"": r[""_exit""], ""return_pct"": r[""_ret""], ""pnl"": """" if r[""_pnl""] is None else r[""_pnl""], ""gross_return_pct"": """" if r[""_gross""] is None else f""{r['_gross']:.8f}"", ""implicit_cost_pp"": """" if c is None else f""{c:.8f}"", ""nearest_simple_cost"": nearest, ""nearest_distance_pp"": dist, })"
src/paper_trading_v8_1_9.py,308,ECONOMIC_EXPRESSION,5,"write_summary([ (""trades_validos"", len(rows)), (""erros_parsing"", errors), (""custo_020pp"", buckets[""COST_0.20pp""]), (""custo_030pp"", buckets[""COST_0.30pp""]), (""outros"", buckets[""OTHER""]), (""arquivos_python_examinados"", files_scanned), (""linhas_custo_taxa"", len(fee_hits)), (""linhas_retorno_pnl"", len(return_hits)), (""veredito"", verdict), ])"
src/backtest_v3_analysis.py,320,RETURN_OR_PNL_ASSIGNMENT,4,ret = None if base is None or future is None else (future / base - 1.0) * 100
src/backtest_v3_optimizer.py,486,RETURN_OR_PNL_ASSIGNMENT,4,ret = obs.returns.get(horizon)
src/backtest_v3_optimizer.py,643,RETURN_OR_PNL_ASSIGNMENT,4,ret = obs.returns.get(horizon)
src/backtest_v3_optimizer.py,1006,RETURN_OR_PNL_ASSIGNMENT,4,ret = obs.returns.get(horizon)
src/backtest_v4_validator.py,197,RETURN_OR_PNL_ASSIGNMENT,4,ret=f'ret_{h.lower()}'
src/paper_trading_v1.py,551,RETURN_OR_PNL_ASSIGNMENT,4,net_pnl = position_size * net_return
src/paper_trading_v1.py,857,RETURN_OR_PNL_ASSIGNMENT,4,pnl = row[3] or 0.0
src/paper_trading_v1.py,1148,RETURN_OR_PNL_ASSIGNMENT,4,pnl = position_size * net_return
src/paper_trading_v2.py,954,RETURN_OR_PNL_ASSIGNMENT,4,net_pnl = ( gross_pnl - position.entry_fee - exit_fee )
src/paper_trading_v2.py,965,RETURN_OR_PNL_ASSIGNMENT,4,return_pct = 0.0
src/paper_trading_v2.py,968,RETURN_OR_PNL_ASSIGNMENT,4,return_pct = ( net_pnl / invested * 100.0 )
src/paper_trading_v4.py,281,RETURN_OR_PNL_ASSIGNMENT,4,pnl = value - exit_fee - pos.notional - pos.entry_fee
src/paper_trading_v5.py,278,RETURN_OR_PNL_ASSIGNMENT,4,pnl = value - exit_fee - pos.notional - pos.entry_fee
src/paper_trading_v6.py,317,RETURN_OR_PNL_ASSIGNMENT,4,pnl = value - exit_fee - pos.notional - pos.entry_fee
src/paper_trading_v6.py,486,RETURN_OR_PNL_ASSIGNMENT,4,pnl = t.pnl
src/paper_trading_v7.py,450,RETURN_OR_PNL_ASSIGNMENT,4,pnl = sum(trade.pnl for trade in trades)
src/paper_trading_v7.py,567,RETURN_OR_PNL_ASSIGNMENT,4,return_pct = ( snapshot.price / position.entry_price ) - 1.0
src/paper_trading_v7.py,591,RETURN_OR_PNL_ASSIGNMENT,4,pnl = ( gross_value - exit_cost - position.quantity * position.entry_price )
src/paper_trading_v7.py,764,RETURN_OR_PNL_ASSIGNMENT,4,pnl = ( gross_value - exit_cost - position.quantity * position.entry_price )
src/paper_trading_v7.py,928,RETURN_OR_PNL_ASSIGNMENT,4,pnl = trade.pnl
src/paper_trading_v7.py,930,RETURN_OR_PNL_ASSIGNMENT,4,pnl = trade.pnl * ( capped_pct / trade.return_pct )
src/paper_trading_v8.py,600,RETURN_OR_PNL_ASSIGNMENT,4,pnl = capital * (net_return / 100.0)
src/paper_trading_v8_1.bak.py,156,RETURN_OR_PNL_ASSIGNMENT,4,pnl=sum(t.pnl for t in ts)
src/paper_trading_v8_1.py,103,RETURN_OR_PNL_ASSIGNMENT,4,"pnl = float(r[""pnl""])"
src/paper_trading_v8_1.py,117,RETURN_OR_PNL_ASSIGNMENT,4,"ret = float(r[""return_pct""])"
src/paper_trading_v8_1.py,318,RETURN_OR_PNL_ASSIGNMENT,4,pnl = sum(t.pnl for t in ts)
src/paper_trading_v8_1_1.py,404,RETURN_OR_PNL_ASSIGNMENT,4,pnl = sum(t.pnl for t in ts)
src/paper_trading_v8_1_2.py,128,RETURN_OR_PNL_ASSIGNMENT,4,"ret = required_float(r, ""return_pct"", line)"
src/paper_trading_v8_1_2.py,129,RETURN_OR_PNL_ASSIGNMENT,4,"pnl = required_float(r, ""pnl"", line)"
src/paper_trading_v8_1_5.py,106,RETURN_OR_PNL_ASSIGNMENT,4,"pnl = num(row[""pnl""])"
src/paper_trading_v8_1_6.py,156,RETURN_OR_PNL_ASSIGNMENT,4,"ret = fnum(get(row, ""return_pct"", ""return"", ""ret""))"
src/paper_trading_v8_1_6.py,157,RETURN_OR_PNL_ASSIGNMENT,4,"pnl = fnum(get(row, ""pnl"", ""profit_loss"", ""profit"", ""p&l""))"
src/paper_trading_v8_1_7.py,137,RETURN_OR_PNL_ASSIGNMENT,4,pnl = num(row.get(pnl_col)) if pnl_col else None
src/paper_trading_v8_1_8.py,146,RETURN_OR_PNL_ASSIGNMENT,4,pnl = num(row.get(pnl_col)) if pnl_col else None
src/paper_trading_v8_1_9.py,75,RETURN_OR_PNL_ASSIGNMENT,4,"ret = fnum(r.get(""return_pct""))"
src/paper_trading_v8_1_9.py,76,RETURN_OR_PNL_ASSIGNMENT,4,"pnl = fnum(r.get(""pnl""))"
src/backtest_v3.py,911,ECONOMIC_EXPRESSION,3,"print( f"" Taxa de acerto: "" f""{stats['accuracy']:.2f}%"" )"
src/backtest_v3.py,1088,ECONOMIC_EXPRESSION,3,"print( f"" Taxa de acerto: "" f""{stats['accuracy']:.2f}%"" )"
src/backtest_v3_analysis.py,224,ECONOMIC_EXPRESSION,3,"r.get(""return_pct"")"
src/backtest_v3_analysis.py,227,ECONOMIC_EXPRESSION,3,"safe_float(r[""return_pct""])"
src/backtest_v3_analysis.py,321,ECONOMIC_EXPRESSION,3,"observations.append({ **a, ""horizon"": horizon, ""future_timestamp_ms"": future_ts, ""return_pct"": ret, })"
src/backtest_v3_analysis.py,407,ECONOMIC_EXPRESSION,3,"print(""\nIMPORTANTE: correlação e taxa de acerto não provam causalidade. Use o resultado para ajustar o V3 e depois valide em dados novos (out-of-sample)."")"
src/backtest_v4_walkforward_v3.py,338,ECONOMIC_EXPRESSION,3,values - cost_pct
src/backtest_v4_walkforward_v3.py,402,ECONOMIC_EXPRESSION,3,"evaluate( train, rule, return_column, cost_pct=0.0, )"
src/backtest_v4_walkforward_v3.py,429,ECONOMIC_EXPRESSION,3,"evaluate( train, rule, return_column, cost_pct=0.0, )"
src/backtest_v4_walkforward_v3.py,594,ECONOMIC_EXPRESSION,3,"evaluate( train, rule, return_column, cost_pct, )"
src/backtest_v4_walkforward_v3.py,600,ECONOMIC_EXPRESSION,3,"evaluate( test, rule, return_column, cost_pct, )"
src/backtest_v4_walkforward_v3.py,636,ECONOMIC_EXPRESSION,3,"item[""test_pf""].append(test_stats[""profit_factor""])"
src/backtest_v4_walkforward_v3.py,700,ECONOMIC_EXPRESSION,3,"parser.add_argument(""--cost"", type=float, default=DEFAULT_COST_PCT)"
src/backtest_v4_walkforward_v3.py,732,ECONOMIC_EXPRESSION,3,"print(f""Custo: {args.cost:.3f}%"")"
src/backtest_v4_walkforward_v3.py,770,ECONOMIC_EXPRESSION,3,"all_results.extend( run_horizon( df=df, horizon=horizon, train_hours=args.train_hours, test_hours=args.test_hours, step_hours=args.step_hours, min_train=args.min_train, min_test=args.min_test, top_rules=args.top_rules, cost_pct=args.cost, ) )"
src/backtest_v4_walkforward_v3.py,771,ECONOMIC_EXPRESSION,3,"run_horizon( df=df, horizon=horizon, train_hours=args.train_hours, test_hours=args.test_hours, step_hours=args.step_hours, min_train=args.min_train, min_test=args.min_test, top_rules=args.top_rules, cost_pct=args.cost, )"
src/backtest_v5_discovery.py,170,ECONOMIC_EXPRESSION,3,r - cost_pct
src/backtest_v5_discovery.py,188,ECONOMIC_EXPRESSION,3,gross_profit / gross_loss
src/backtest_v5_discovery.py,193,ECONOMIC_EXPRESSION,3,"Metrics( n=len(net), hit_rate=hit, mean_return=mean, median_return=median, std_return=std, total_return=total, max_drawdown=max_dd, profit_factor=pf, avg_win=avg_win, avg_loss=avg_loss, )"
src/backtest_v5_discovery.py,274,ECONOMIC_EXPRESSION,3,"calculate_metrics(selected, cost_pct)"
src/backtest_v5_discovery.py,286,ECONOMIC_EXPRESSION,3,"evaluate_rule(rule, train, return_col, cost_pct)"
src/backtest_v5_discovery.py,345,ECONOMIC_EXPRESSION,3,"evaluate_rule(rule, train, return_col, cost_pct)"
src/backtest_v5_discovery.py,384,ECONOMIC_EXPRESSION,3,"print( f""{label:<9} "" f""N={m.n:<4d} "" f""AC={m.hit_rate:6.2f}% "" f""MED={pct(m.median_return):>9} "" f""MÉD={pct(m.mean_return):>9} "" f""TOTAL={pct(m.total_return):>10} "" f""DD={pct(m.max_drawdown):>9} "" f""PF={m.profit_factor:>6.2f}"" )"
src/backtest_v5_discovery.py,433,ECONOMIC_EXPRESSION,3,"print(f""Custo aplicado: {cost_pct:.3f}% por operação"")"
src/backtest_v5_discovery.py,435,ECONOMIC_EXPRESSION,3,"rank_discovery(train, return_col, cost_pct)"
src/backtest_v5_discovery.py,445,ECONOMIC_EXPRESSION,3,"evaluate_rule(rule, test, return_col, cost_pct)"
src/backtest_v5_discovery.py,453,ECONOMIC_EXPRESSION,3,"discover_pairs(train, return_col, cost_pct, top_rules)"
src/backtest_v5_discovery.py,464,ECONOMIC_EXPRESSION,3,"evaluate_rule(rule, test, return_col, cost_pct)"
src/backtest_v5_discovery.py,495,ECONOMIC_EXPRESSION,3,"print( f""{idx:02d}. [{status}] {rule.text} | "" f""TESTE N={test_m.n} "" f""AC={test_m.hit_rate:.2f}% "" f""RET={pct(test_m.mean_return)} "" f""MED={pct(test_m.median_return)} "" f""DD={pct(test_m.max_drawdown)} "" f""PF={test_m.profit_factor:.2f}"" )"
src/backtest_v5_discovery.py,523,ECONOMIC_EXPRESSION,3,"parser.add_argument( ""--cost"", type=float, default=DEFAULT_COST_PCT, help=""custo total por operação em pontos percentuais (default: 0.10)"", )"
src/backtest_v5_discovery.py,541,ECONOMIC_EXPRESSION,3,"print(f""Custo: {args.cost:.3f}%"")"
src/backtest_v5_discovery.py,554,ECONOMIC_EXPRESSION,3,"run_horizon(df, horizon, args.cost)"
src/backtest_v5_discovery_v2.py,357,ECONOMIC_EXPRESSION,3,values - COST_PCT
src/backtest_v5_discovery_v2.py,637,ECONOMIC_EXPRESSION,3,"print( f""Custo: {COST_PCT:.3f}%"" )"
src/backtest_v5_discovery_v3.py,356,ECONOMIC_EXPRESSION,3,values - COST_PCT
src/backtest_v5_discovery_v3.py,636,ECONOMIC_EXPRESSION,3,"print( f""Custo: {COST_PCT:.3f}%"" )"
src/backtest_v5_final_validation.py,302,ECONOMIC_EXPRESSION,3,x - cost
src/backtest_v5_final_validation.py,349,ECONOMIC_EXPRESSION,3,"metrics(selected[col], cost)"
src/backtest_v5_final_validation.py,354,ECONOMIC_EXPRESSION,3,"metrics(group[col], cost)"
src/backtest_v5_final_validation.py,367,ECONOMIC_EXPRESSION,3,"metrics(group[col], cost)"
src/backtest_v5_final_validation.py,439,ECONOMIC_EXPRESSION,3,"parser.add_argument(""--cost"", type=float, default=DEFAULT_COST)"
